transformer_id,n_samples,agreement_rate,disagree_count,latest_student_fault,latest_traditional_fault,latest_severity_score,latest_severity_label,latest_sample_day
60492-004,6,0.0,6,CELLULOSE,MIXED,29.200000000000003,CRITICAL,2024-01-19 00:00:00
217841-03,16,0.0,16,THERMAL,T3,26.599999999999998,CRITICAL,2024-03-29 00:00:00
95770,20,0.0,20,THERMAL,MIXED,25.799999999999997,CRITICAL,2024-01-15 00:00:00
8T9670T4,5,0.0,5,CELLULOSE,MIXED,24.400000000000002,CRITICAL,2024-02-08 00:00:00
5A1594001,7,0.0,7,THERMAL,T1,24.4,CRITICAL,2024-03-12 00:00:00
91900005,9,0.0,9,THERMAL,THERMAL_OIL,23.6,CRITICAL,2023-11-26 00:00:00
103827,10,0.0,10,THERMAL,MIXED,23.2,CRITICAL,2023-11-24 00:00:00
8N5451T2,5,0.0,5,CELLULOSE,MIXED,23.0,CRITICAL,2024-05-11 00:00:00
103917,12,0.0,12,THERMAL,MIXED,22.200000000000003,CRITICAL,2024-02-12 00:00:00
217841-04,15,0.0,15,THERMAL,MIXED,22.2,CRITICAL,2024-03-24 00:00:00
EDP011203,6,0.0,6,THERMAL,T1,21.0,CRITICAL,2024-03-08 00:00:00
8T9664T4,5,0.0,5,CELLULOSE,MIXED,20.4,CRITICAL,2024-03-25 00:00:00
8T9668T2,4,0.0,4,CELLULOSE,MIXED,20.4,CRITICAL,2024-06-03 00:00:00
8T9669T2,5,0.0,5,CELLULOSE,MIXED,20.4,CRITICAL,2024-02-08 00:00:00
8T9668T4,5,0.0,5,CELLULOSE,MIXED,20.2,CRITICAL,2024-02-02 00:00:00
60545-001,4,0.0,4,THERMAL,THERMAL_OIL,20.0,CRITICAL,2024-04-20 00:00:00
5BK012301,7,0.0,7,THERMAL,T1,19.8,CRITICAL,2024-02-08 00:00:00
5BK012701,5,0.0,5,THERMAL,THERMAL_OIL,19.8,CRITICAL,2024-02-15 00:00:00
8T9795T2,4,0.0,4,CELLULOSE,MIXED,19.8,CRITICAL,2023-07-10 00:00:00
8T9668T1,4,0.0,4,CELLULOSE,MIXED,19.6,CRITICAL,2024-06-03 00:00:00
95399,9,0.0,9,THERMAL,T1,19.6,CRITICAL,2023-11-24 00:00:00
338027,7,0.0,7,CELLULOSE,MIXED,19.4,CRITICAL,2024-02-26 00:00:00
574409,9,0.0,9,THERMAL,THERMAL_OIL,19.2,CRITICAL,2023-07-17 00:00:00
574415,6,0.0,6,STRAY_GASSING,MIXED,19.0,CRITICAL,2024-06-24 00:00:00
574408,6,0.0,6,THERMAL,THERMAL_OIL,18.8,CRITICAL,2023-07-17 00:00:00
8N5446T2,4,0.0,4,CELLULOSE,MIXED,18.8,CRITICAL,2024-01-20 00:00:00
8N5446T4,5,0.0,5,CELLULOSE,MIXED,18.8,CRITICAL,2024-04-08 00:00:00
8N5449T3,5,0.0,5,CELLULOSE,MIXED,18.8,CRITICAL,2023-03-17 00:00:00
8P8744T2,6,0.0,6,THERMAL,THERMAL_OIL,18.8,CRITICAL,2024-03-08 00:00:00
890900048,4,0.0,4,THERMAL,THERMAL_OIL,18.6,CRITICAL,2024-06-02 00:00:00
535956,6,0.0,6,DISCHARGE,D2,18.2,CRITICAL,2024-01-13 00:00:00
103798,10,0.0,10,CELLULOSE,MIXED,18.0,CRITICAL,2024-06-09 00:00:00
136703,6,0.0,6,THERMAL,T1,18.0,CRITICAL,2023-03-12 00:00:00
573074,5,0.0,5,STRAY_GASSING,MIXED,18.0,CRITICAL,2024-05-24 00:00:00
8P8744T1,6,0.0,6,THERMAL,THERMAL_OIL,18.0,CRITICAL,2024-03-08 00:00:00
8T9788T4,5,0.0,5,NORMAL,T2,18.0,CRITICAL,2023-09-22 00:00:00
EDP011306,6,0.0,6,NORMAL,MIXED,18.0,CRITICAL,2024-02-09 00:00:00
N408177,10,0.0,10,NORMAL,MIXED,18.0,CRITICAL,2024-06-04 00:00:00
338033,6,0.0,6,CELLULOSE,MIXED,17.8,CRITICAL,2024-03-08 00:00:00
5BA159007,4,0.0,4,THERMAL,T1,17.8,CRITICAL,2024-05-10 00:00:00
5BK014201,10,0.0,10,CELLULOSE,MIXED,17.8,CRITICAL,2024-01-20 00:00:00
8R8409T1,5,0.0,5,THERMAL,THERMAL_OIL,17.8,CRITICAL,2024-02-03 00:00:00
103799,10,0.0,10,CELLULOSE,MIXED,17.6,CRITICAL,2024-04-19 00:00:00
7200157,10,0.0,10,THERMAL,T3,17.6,CRITICAL,2023-11-24 00:00:00
8T9788T2,5,0.0,5,CELLULOSE,MIXED,17.6,CRITICAL,2023-07-30 00:00:00
8R8398T1,6,0.0,6,THERMAL,THERMAL_OIL,17.400000000000002,CRITICAL,2024-02-08 00:00:00
840900018,5,0.0,5,NORMAL,T1,17.4,CRITICAL,2024-04-27 00:00:00
275050229801,11,0.0,11,NORMAL,MIXED,17.2,CRITICAL,2024-06-11 00:00:00
5004,5,0.0,5,THERMAL,THERMAL_OIL,17.2,CRITICAL,2023-09-16 00:00:00
5BA159012,4,0.0,4,THERMAL,T1,17.2,CRITICAL,2024-05-10 00:00:00
8946787,10,0.0,10,THERMAL,THERMAL_OIL,17.2,CRITICAL,2023-11-19 00:00:00
574407,6,0.0,6,THERMAL,THERMAL_OIL,17.0,CRITICAL,2023-07-23 00:00:00
5F9902T2,5,0.0,5,THERMAL,T1,17.0,CRITICAL,2024-04-29 00:00:00
5P085-1,6,0.0,6,NORMAL,MIXED,17.0,CRITICAL,2023-03-12 00:00:00
8R8404T1,5,0.0,5,THERMAL,THERMAL_OIL,17.0,CRITICAL,2024-02-02 00:00:00
8R8405T1,4,0.0,4,THERMAL,THERMAL_OIL,17.0,CRITICAL,2024-04-29 00:00:00
8R8407T2,5,0.0,5,THERMAL,THERMAL_OIL,17.0,CRITICAL,2023-04-21 00:00:00
103800,10,0.0,10,CELLULOSE,MIXED,16.8,CRITICAL,2024-04-19 00:00:00
338029,7,0.0,7,THERMAL,MIXED,16.8,CRITICAL,2024-02-24 00:00:00
8N5449T2,6,0.0,6,NORMAL,T3,16.8,CRITICAL,2024-05-12 00:00:00
8R8400T1,5,0.0,5,THERMAL,THERMAL_OIL,16.8,CRITICAL,2024-03-22 00:00:00
8R8406T1,5,0.0,5,THERMAL,THERMAL_OIL,16.8,CRITICAL,2024-02-08 00:00:00
8T9664T3,5,0.0,5,CELLULOSE,MIXED,16.8,CRITICAL,2024-03-25 00:00:00
60908-001,5,0.0,5,CELLULOSE,MIXED,16.4,CRITICAL,2024-05-26 00:00:00
217841-01,16,0.0,16,NORMAL,T1,16.2,CRITICAL,2024-03-29 00:00:00
56037,6,0.0,6,NORMAL,T3,16.2,CRITICAL,2024-02-13 00:00:00
573080,7,0.0,7,THERMAL,THERMAL_OIL,16.2,CRITICAL,2024-06-24 00:00:00
8N5451T3,6,0.0,6,NORMAL,T3,16.2,CRITICAL,2024-05-12 00:00:00
8R8408T1,5,0.0,5,THERMAL,T1,16.2,CRITICAL,2024-04-22 00:00:00
8T9791T1,7,0.0,7,NORMAL,T1,16.2,CRITICAL,2023-11-09 00:00:00
95401,9,0.0,9,THERMAL,T1,16.2,CRITICAL,2023-11-26 00:00:00
AN69003T5,5,0.0,5,THERMAL,THERMAL_OIL,16.2,CRITICAL,2024-05-10 00:00:00
H67440-03,6,0.0,6,THERMAL,THERMAL_OIL,16.2,CRITICAL,2024-04-07 00:00:00
573070,3,0.0,3,THERMAL,THERMAL_OIL,16.0,CRITICAL,2024-05-11 00:00:00
60492-001,6,0.0,6,THERMAL,T1,16.0,CRITICAL,2024-02-14 00:00:00
60548-001,6,0.0,6,THERMAL,T1,16.0,CRITICAL,2023-09-17 00:00:00
8P9096T1,5,0.0,5,THERMAL,T1,16.0,CRITICAL,2024-04-19 00:00:00
